id,tipo,estado,capacidad,facultad,programa,fecha_solicitud,fecha_asignacion
S218,aula móvil,asignada,40,Facultad de Medicina,Terapia Física,2025-04-07T17:28:32.097017,2025-04-07T17:28:32.097017
S219,aula móvil,asignada,40,Facultad de Medicina,Terapia Física,2025-04-07T17:28:32.097017,2025-04-07T17:28:32.097017
S220,aula móvil,asignada,40,Facultad de Medicina,Terapia Física,2025-04-07T17:28:32.097017,2025-04-07T17:28:32.097017
S221,salón,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S222,salón,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S223,aula móvil,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S224,aula móvil,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S225,aula móvil,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S226,aula móvil,asignada,40,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:32:06.211175,2025-04-07T17:32:06.211175
S227,salón,disponible,40,,,,
S228,salón,disponible,40,,,,
S229,salón,disponible,40,,,,
S230,salón,disponible,40,,,,
S231,salón,disponible,40,,,,
S232,salón,disponible,40,,,,
S233,salón,disponible,40,,,,
S234,salón,disponible,40,,,,
S235,salón,disponible,40,,,,
S236,salón,disponible,40,,,,
S237,salón,disponible,40,,,,
S238,salón,disponible,40,,,,
S239,salón,disponible,40,,,,
S240,salón,disponible,40,,,,
S241,salón,disponible,40,,,,
S242,salón,disponible,40,,,,
S243,salón,disponible,40,,,,
S244,salón,disponible,40,,,,
S245,salón,disponible,40,,,,
S246,salón,disponible,40,,,,
S247,salón,disponible,40,,,,
S248,salón,disponible,40,,,,
S249,salón,disponible,40,,,,
S250,salón,disponible,40,,,,
S251,salón,disponible,40,,,,
S252,salón,disponible,40,,,,
S253,salón,disponible,40,,,,
S254,salón,disponible,40,,,,
S255,salón,disponible,40,,,,
S256,salón,disponible,40,,,,
S257,salón,disponible,40,,,,
S258,salón,disponible,40,,,,
S259,salón,disponible,40,,,,
S260,salón,disponible,40,,,,
S261,salón,disponible,40,,,,
S262,salón,disponible,40,,,,
S263,salón,disponible,40,,,,
S264,salón,disponible,40,,,,
S265,salón,disponible,40,,,,
S266,salón,disponible,40,,,,
S267,salón,disponible,40,,,,
S268,salón,disponible,40,,,,
S269,salón,disponible,40,,,,
S270,salón,disponible,40,,,,
S271,salón,disponible,40,,,,
S272,salón,disponible,40,,,,
S273,salón,disponible,40,,,,
S274,salón,disponible,40,,,,
S275,salón,disponible,40,,,,
S276,salón,disponible,40,,,,
S277,salón,disponible,40,,,,
S278,salón,disponible,40,,,,
S279,salón,disponible,40,,,,
S280,salón,disponible,40,,,,
S281,salón,disponible,40,,,,
S282,salón,disponible,40,,,,
S283,salón,disponible,40,,,,
S284,salón,disponible,40,,,,
S285,salón,disponible,40,,,,
S286,salón,disponible,40,,,,
S287,salón,disponible,40,,,,
S288,salón,disponible,40,,,,
S289,salón,disponible,40,,,,
S290,salón,disponible,40,,,,
S291,salón,disponible,40,,,,
S292,salón,disponible,40,,,,
S293,salón,disponible,40,,,,
S294,salón,disponible,40,,,,
S295,salón,disponible,40,,,,
S296,salón,disponible,40,,,,
S297,salón,disponible,40,,,,
S298,salón,disponible,40,,,,
S299,salón,disponible,40,,,,
S300,salón,disponible,40,,,,
S301,salón,disponible,40,,,,
S302,salón,disponible,40,,,,
S303,salón,disponible,40,,,,
S304,salón,disponible,40,,,,
S305,salón,disponible,40,,,,
S306,salón,disponible,40,,,,
S307,salón,disponible,40,,,,
S308,salón,disponible,40,,,,
S309,salón,disponible,40,,,,
S310,salón,disponible,40,,,,
S311,salón,disponible,40,,,,
S312,salón,disponible,40,,,,
S313,salón,disponible,40,,,,
S314,salón,disponible,40,,,,
S315,salón,disponible,40,,,,
S316,salón,disponible,40,,,,
S317,salón,disponible,40,,,,
S318,salón,disponible,40,,,,
S319,salón,disponible,40,,,,
S320,salón,disponible,40,,,,
S321,salón,disponible,40,,,,
S322,salón,disponible,40,,,,
S323,salón,disponible,40,,,,
S324,salón,disponible,40,,,,
S325,salón,disponible,40,,,,
S326,salón,disponible,40,,,,
S327,salón,disponible,40,,,,
S328,salón,disponible,40,,,,
S329,salón,disponible,40,,,,
S330,salón,disponible,40,,,,
S331,salón,disponible,40,,,,
S332,salón,disponible,40,,,,
S333,salón,disponible,40,,,,
S334,salón,disponible,40,,,,
S335,salón,disponible,40,,,,
S336,salón,disponible,40,,,,
S337,salón,disponible,40,,,,
S338,salón,disponible,40,,,,
S339,salón,disponible,40,,,,
S340,salón,disponible,40,,,,
S341,salón,disponible,40,,,,
S342,salón,disponible,40,,,,
S343,salón,disponible,40,,,,
S344,salón,disponible,40,,,,
S345,salón,disponible,40,,,,
S346,salón,disponible,40,,,,
S347,salón,disponible,40,,,,
S348,salón,disponible,40,,,,
S349,salón,disponible,40,,,,
S350,salón,disponible,40,,,,
S351,salón,disponible,40,,,,
S352,salón,disponible,40,,,,
S353,salón,disponible,40,,,,
S354,salón,disponible,40,,,,
S355,salón,disponible,40,,,,
S356,salón,disponible,40,,,,
S357,salón,disponible,40,,,,
S358,salón,disponible,40,,,,
S359,salón,disponible,40,,,,
S360,salón,disponible,40,,,,
S361,salón,disponible,40,,,,
S362,salón,disponible,40,,,,
S363,salón,disponible,40,,,,
S364,salón,disponible,40,,,,
S365,salón,disponible,40,,,,
S366,salón,disponible,40,,,,
S367,salón,disponible,40,,,,
S368,salón,disponible,40,,,,
S369,salón,disponible,40,,,,
S370,salón,disponible,40,,,,
S371,salón,disponible,40,,,,
S372,salón,disponible,40,,,,
S373,salón,disponible,40,,,,
S374,salón,disponible,40,,,,
S375,salón,disponible,40,,,,
S376,salón,disponible,40,,,,
S377,salón,disponible,40,,,,
S378,salón,disponible,40,,,,
S379,salón,disponible,40,,,,
S380,salón,disponible,40,,,,
L001,laboratorio,asignada,30,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:28:32.036977,2025-04-07T17:28:32.036977
L002,laboratorio,asignada,30,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:28:32.036977,2025-04-07T17:28:32.036977
L003,laboratorio,asignada,30,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:28:32.036977,2025-04-07T17:28:32.036977
L004,laboratorio,asignada,30,Facultad de Ciencias Sociales,Psicología,2025-04-07T17:28:32.036977,2025-04-07T17:28:32.036977
L005,laboratorio,asignada,30,Facultad de Ciencias Sociales,Sociología,2025-04-07T17:28:32.043755,2025-04-07T17:28:32.043755
L006,laboratorio,asignada,30,Facultad de Ciencias Sociales,Sociología,2025-04-07T17:28:32.043755,2025-04-07T17:28:32.043755
L007,laboratorio,asignada,30,Facultad de Ciencias Sociales,Sociología,2025-04-07T17:28:32.043755,2025-04-07T17:28:32.043755
L008,laboratorio,asignada,30,Facultad de Ciencias Sociales,Sociología,2025-04-07T17:28:32.043755,2025-04-07T17:28:32.043755
L009,laboratorio,asignada,30,Facultad de Ciencias Sociales,Trabajo Social,2025-04-07T17:28:32.048561,2025-04-07T17:28:32.048561
L010,laboratorio,asignada,30,Facultad de Ciencias Sociales,Trabajo Social,2025-04-07T17:28:32.048561,2025-04-07T17:28:32.048561
L011,laboratorio,asignada,30,Facultad de Ciencias Sociales,Trabajo Social,2025-04-07T17:28:32.048561,2025-04-07T17:28:32.048561
L012,laboratorio,asignada,30,Facultad de Ciencias Sociales,Trabajo Social,2025-04-07T17:28:32.048561,2025-04-07T17:28:32.048561
L013,laboratorio,asignada,30,Facultad de Ciencias Sociales,Antropología,2025-04-07T17:28:32.053161,2025-04-07T17:28:32.053161
L014,laboratorio,asignada,30,Facultad de Ciencias Sociales,Antropología,2025-04-07T17:28:32.053161,2025-04-07T17:28:32.053161
L015,laboratorio,asignada,30,Facultad de Ciencias Sociales,Antropología,2025-04-07T17:28:32.053161,2025-04-07T17:28:32.053161
L016,laboratorio,asignada,30,Facultad de Ciencias Sociales,Antropología,2025-04-07T17:28:32.053161,2025-04-07T17:28:32.053161
L017,laboratorio,asignada,30,Facultad de Ciencias Sociales,Comunicación,2025-04-07T17:28:32.056305,2025-04-07T17:28:32.056305
L018,laboratorio,asignada,30,Facultad de Ciencias Sociales,Comunicación,2025-04-07T17:28:32.056305,2025-04-07T17:28:32.056305
L019,laboratorio,asignada,30,Facultad de Ciencias Sociales,Comunicación,2025-04-07T17:28:32.056305,2025-04-07T17:28:32.056305
L020,laboratorio,asignada,30,Facultad de Ciencias Sociales,Comunicación,2025-04-07T17:28:32.056305,2025-04-07T17:28:32.056305
L021,laboratorio,asignada,30,Facultad de Ciencias Naturales,Biología,2025-04-07T17:28:32.059403,2025-04-07T17:28:32.059403
L022,laboratorio,asignada,30,Facultad de Ciencias Naturales,Biología,2025-04-07T17:28:32.059403,2025-04-07T17:28:32.059403
L023,laboratorio,asignada,30,Facultad de Ciencias Naturales,Biología,2025-04-07T17:28:32.059403,2025-04-07T17:28:32.059403
L024,laboratorio,asignada,30,Facultad de Ciencias Naturales,Biología,2025-04-07T17:28:32.059403,2025-04-07T17:28:32.059403
L025,laboratorio,asignada,30,Facultad de Ciencias Naturales,Química,2025-04-07T17:28:32.062768,2025-04-07T17:28:32.062768
L026,laboratorio,asignada,30,Facultad de Ciencias Naturales,Química,2025-04-07T17:28:32.062768,2025-04-07T17:28:32.062768
L027,laboratorio,asignada,30,Facultad de Ciencias Naturales,Química,2025-04-07T17:28:32.062768,2025-04-07T17:28:32.062768
L028,laboratorio,asignada,30,Facultad de Ciencias Naturales,Química,2025-04-07T17:28:32.062768,2025-04-07T17:28:32.062768
L029,laboratorio,asignada,30,Facultad de Ciencias Naturales,Física,2025-04-07T17:28:32.066062,2025-04-07T17:28:32.066062
L030,laboratorio,asignada,30,Facultad de Ciencias Naturales,Física,2025-04-07T17:28:32.066062,2025-04-07T17:28:32.066062
L031,laboratorio,asignada,30,Facultad de Ciencias Naturales,Física,2025-04-07T17:28:32.066062,2025-04-07T17:28:32.066062
L032,laboratorio,asignada,30,Facultad de Ciencias Naturales,Física,2025-04-07T17:28:32.066062,2025-04-07T17:28:32.066062
L033,laboratorio,asignada,30,Facultad de Ciencias Naturales,Geología,2025-04-07T17:28:32.069340,2025-04-07T17:28:32.069340
L034,laboratorio,asignada,30,Facultad de Ciencias Naturales,Geología,2025-04-07T17:28:32.069340,2025-04-07T17:28:32.069340
L035,laboratorio,asignada,30,Facultad de Ciencias Naturales,Geología,2025-04-07T17:28:32.069340,2025-04-07T17:28:32.069340
L036,laboratorio,asignada,30,Facultad de Ciencias Naturales,Geología,2025-04-07T17:28:32.069340,2025-04-07T17:28:32.069340
L037,laboratorio,asignada,30,Facultad de Ciencias Naturales,Ciencias Ambientales,2025-04-07T17:28:32.072539,2025-04-07T17:28:32.072539
L038,laboratorio,asignada,30,Facultad de Ciencias Naturales,Ciencias Ambientales,2025-04-07T17:28:32.072539,2025-04-07T17:28:32.072539
L039,laboratorio,asignada,30,Facultad de Ciencias Naturales,Ciencias Ambientales,2025-04-07T17:28:32.072539,2025-04-07T17:28:32.072539
L040,laboratorio,asignada,30,Facultad de Ciencias Naturales,Ciencias Ambientales,2025-04-07T17:28:32.072539,2025-04-07T17:28:32.072539
L041,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Civil,2025-04-07T17:28:32.075088,2025-04-07T17:28:32.075088
L042,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Civil,2025-04-07T17:28:32.075088,2025-04-07T17:28:32.075088
L043,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Civil,2025-04-07T17:28:32.075088,2025-04-07T17:28:32.075088
L044,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Civil,2025-04-07T17:28:32.075088,2025-04-07T17:28:32.075088
L045,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Electrónica,2025-04-07T17:28:32.077743,2025-04-07T17:28:32.077743
L046,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Electrónica,2025-04-07T17:28:32.077743,2025-04-07T17:28:32.077743
L047,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Electrónica,2025-04-07T17:28:32.077743,2025-04-07T17:28:32.077743
L048,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Electrónica,2025-04-07T17:28:32.077743,2025-04-07T17:28:32.077743
L049,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería de Sistemas,2025-04-07T17:28:32.080228,2025-04-07T17:28:32.080228
L050,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería de Sistemas,2025-04-07T17:28:32.080228,2025-04-07T17:28:32.080228
L051,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería de Sistemas,2025-04-07T17:28:32.080228,2025-04-07T17:28:32.080228
L052,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería de Sistemas,2025-04-07T17:28:32.080228,2025-04-07T17:28:32.080228
L053,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Mecánica,2025-04-07T17:28:32.082798,2025-04-07T17:28:32.082798
L054,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Mecánica,2025-04-07T17:28:32.082798,2025-04-07T17:28:32.082798
L055,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Mecánica,2025-04-07T17:28:32.082798,2025-04-07T17:28:32.082798
L056,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Mecánica,2025-04-07T17:28:32.082798,2025-04-07T17:28:32.082798
L057,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Industrial,2025-04-07T17:28:32.085035,2025-04-07T17:28:32.085035
L058,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Industrial,2025-04-07T17:28:32.085035,2025-04-07T17:28:32.085035
L059,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Industrial,2025-04-07T17:28:32.085035,2025-04-07T17:28:32.085035
L060,laboratorio,asignada,30,Facultad de Ingeniería,Ingeniería Industrial,2025-04-07T17:28:32.085035,2025-04-07T17:28:32.085035
